txt_id,text
210,"Subgroup analyses of change from baseline in HbA1C were conducted for sub-groups deﬁned by baseline HbA1C value, metformin use, insulin dose, baseline BMI, sex, age, race and ethnicity. HbA1C reductions at week 26 were also greater with both alogliptin doses than with placebo across various subgroups. In patients with a baseline HbA1C below 8.5%, decreases were 0.1, 0.3 and 0.6% in the placebo, alogliptin 12.5 mg and alogliptin 25 mg groups respectively compared with decreases of 0.2, 0.7 and 0.7% in those with a baseline HbA1C  8.5%. In patients taking metformin, decreases from baseline were 0.2, 0.7 and 0.8% in the three treatment groups respectively compared with decreases of 0.1, 0.6 and 0.7% in those not taking metformin. HbA1C decreased by 0.2, 0.6 and 0.8% respectively in those with insulin doses 60 units, and by 0.0, 0.7 and 0.5% in those with doses > 60 units. Regardless of gender, age (<65 or 65 years), ethnicity (Hispanic/Latino or not) or BMI (<30 or 30 kg/m2), both doses of alogliptin showed meaningful decreases in HbA1C compared with placebo"
223,"Subjects with baseline UPDRS scores in the highest quartile who re-ceived either 1 mg or 2 mg of rasagiline per day met all three primary end points. In the subgroup of subjects with UPDRS scores in the lower three quartiles (=25.5 points) at base-line, neither dose met all three primary end points"
56,Alogliptin Use in Elderly People: A Pooled Analysis from Phase 2 and 3 Studies
179,"Predefined subgroup analyses determined statisticallysignificant interactions for treatment effects with baselineHbA1c and HOMA-2  values. Saxagliptin resulted inHbA1c reductions in all evaluated HbA1c subgroups, withthe highest baselineHbA1c subgroups exhibiting the greatestdecreases in HbA1c. Saxagliptin-treated patients withbelow median (64.3%) baseline -cell function as assessedbyHOMA-2  also had greater reductions in placebo-subtractedHbA1cadjustedmeanchange from baseline values.Of note, patients with baseline HOMA-2  values belowthe study median had higher mean HbA1c values at baselinethan those with baseline HOMA-2  values above thestudy median."
178,"Predefined subgroup analyses determined statistically significant interactions for treatment effects with baseline HbA1c and HOMA-2 values. Saxagliptin resulted in HbA1c reductions in all evaluated HbA1c subgroups, with the highest baseline HbA1c subgroups exhibiting the great-est decreases in HbA1"
241,"The effects of niacin on the mean carotid intima–media thickness were consistent across the prespecified subgroups: those stratified according to sex, presence or absence of diabetes, quartile of baseline HDL cholesterol level, and median cutoff points for baseline carotid intima– media thickness and C-reactive protein level"
242,"The effects of niacin on the meancarotid intimaÐmedia thickness were consistentacross the prespecified subgroups: those stratifiedaccording to sex, presence or absence of diabetes,quartile of baseline HDL cholesterol level, and me-dian cutoff points for baseline carotid intimaÐmedia thickness and C-reactive protein level."
192,"Somewhat counterintuitively, in the subgroup of 1659 patients who did not have an elevation in the troponin level at baseline, the primary end point was reduced in the cangrelor group (4.6%), as compared with the placebo group (7.2%) (odds ratio, 0.62; 95% CI, 0.41 to 0.95; P = 0.03).. Our results do not show an effect of cangrelor on periproce-dural myocardial infarction (as defined in this trial) except in the subgroup of patients with a negative troponin test at baseline but do show an effect of cangrelor on more important outcomes (e.g., stent thrombosis and death)."
106,Entire subgroup is older peoplem(aged>65)
85,"BP control rates and changes in MSSBP andMSDBP from baseline to week 6 in subgroups ofpatients with stage-1 or stage-2 hypertension wereexamined through post hoc analysis. Average baselineBP in the stage-1 hypertension group was 154/95mmHg as compared with 164/100mmHg in thestage-2 hypertension group. BP control rates after 4weeks of therapy for patients with stage-1 and stage-2 hypertension were higher (Po0.05) for V/HCTZ (70 and 52%, respectively) as compared with thatfor V-low (38 and 20%, respectively). Reductions inSBP and DBP were greater in stage-2 as comparedwith stage-1 hypertension among the treatmentgroups; however, the BP lowering advantage withV/HCTZ remained (Po0.05) when compared withV-low and V-high for patients with either stage-1 orstage-2 hypertension. The systolic and diastolicBP difference between V/HCTZ and V-low atweek 4 was  9.2/ 6.1mmHg in stage-1 and 11.7/ 5.9mmHg in stage-2."
181,"Prespecified subgroup analyses for HbA1c change from baseline were performed within the following subgroups: age, gender, race, ethnicity (Hispanic/Latino or not), baseline BMI, baseline HbA1c and duration of diabetes."
180,"Prespeciﬁed sub-groupanalysesforHbA1cchangefrombaselinewereperformed within the following subgroups: age, gender, race, ethnicity (Hispanic/Latino or not), baseline BMI, baseline HbA1c and duration of diabetes."
99,"Efficacy and Safety of Fenofibric Acid Co-Administered with Low- or Moderate-Dose Statin in Patients with Mixed Dyslipidemia and Type 2 Diabetes Mellitus Results of a Pooled Subgroup Analysis from Three Randomized, Controlled, Double-Blind Trials"
110,Figure mislabelled as baseline table.
231,"The aim of the present study was to investigate the clinical outcomes, including disease progression, in patients who were na¨ıve to maintenance therapy prior to randomisation."
19,"A 5-year, Double-blind, Randomized, Placebo-controlled Extension Study to Examine the Long-term Safety and Efficacy of Oral Alendronate in Postmenopausal Women Who Previously Received Alendronate in Conjunction With the Fracture Intervention Trial"
84,BMI is subgroup
29,"A Multicenter, Randomized, Double-Blind, Parallel Group, 52-Week Comparison of Asthma Control and Measures of Airway Inflammation in Subjects of African Descent Receiving Fluticasone Propionate/Salmeterol 100/50mcg DISKUS® BID or Fluticasone Propionate 100mcg DISKUS® BID Alone"
76,"At week 24, a consistent treatment effect for both rituximabgroups versus placebo was observed for ACR, EULAR andDAS28-ESR responses in medically important subgroups,including baseline seropositivity (either RF or anti-cyclic citrullinatedpeptide (anti-CCP) antibody), duration of RA and baselineDAS28-ESR. However, in patients receiving rituximab, therewere generally greater falls in DAS28-ESR over time in patientswho were seropositive (n=144) compared with patients whowere seronegative (n=24) (supplementary fi gure 1). At week 48,responses were generally higher in patients who were seropositive.Notably for high-hurdle end points, in patients receivingrituximab 2_1000 mg + MTX, ACR50 and ACR70 were 35%and 15% for patients who were seropositive versus 21% and0% for patients who were seronegative (data not shown)."
247,"The group mean values and differences between treat-ment and placebo groups in trough FEV1 after 12 weeks were similar for subgroups of patients analysed according to age, COPD severity, smoking status and ICS use."
246,"The group mean values and differences between treat-ment and placebo groups in trough FEV1 after 12 weeks were similar for subgroups of patients analysed according to age, COPD severity, smoking status and ICS use"
219,Subgroup is LABA at baseline.
83,Blood Pressure and Outcomes in Very Old Hypertensive Coronary Artery Disease Patients: An INVEST Substudy
42,"A Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Assess the Efficacy and Safety of Daily Oral Administration of 5mg and 10mg VESIcare® for the Treatment of Urgency Associated With Overactive Bladder"
94,Dual Arm Factorial Randomized Trial in Patients w/ST Segment Elevation AMI to Compare the Results of Using Anticoagulation With Either Unfractionated Heparin + Routine GP IIb/IIIa Inhibition or Bivalirudin + Bail-out GP IIb/IIIa Inhibition; and Primary Angioplasty With Stent Implantation With Either a Slow Rate-release Paclitaxel-eluting Stent (TAXUS™) or Uncoated Bare Metal Stent (EXPRESS2™)
201,"subgroup analyses by baseline A1C, sex, age-group, race, ethnicity, and baseline BMI were also performed.                          Overall, combination therapy was consistently more efficacious than either component monotherapy regardless of age, sex, race, ethnicity, or baseline BMI. Both subgroups of patients with A1C 8.5 or8.5% had significantly greater reductions in A1C with combination A25  P30 than those observed with either monotherapy. As expected, those with baseline A1C 8.5% experienced greater reductions with A25  P30 (2.1%) than with A25 or P30 alone (1.2 and 1.5%, respectively). Target A1C 7.0% was achieved by 24% of patients receiving A25, 34%with P30,53%with A12.5P30 (P 0.001 vs. P30), and 63% with A25  P30 (P  0.001 vs. either monotherapy). Body weight remained unchanged with A25 (0.3  0.3 kg) and increased with P30 (2.20.3 kg), A12.5P30 (2.50.3 kg), and A25  P30 (3.1  0.3 kg; P  0.05 vs. P30 and A25)."
200,"Subgroup analyses by baseline A1C, sex, age-group, race, ethnicity, and baseline BMI were also performed"
10,"""Of note, in the subgroup of patients with nocturia at baseline (n = 764), only silodosin significantly reduced nocturia versus placebo (change from baseline 0.9, 0.8, and 0.7 for silodosin, tamsulosin, and placebo, respectively; p = 0.013 for silodosin vs placebo, p = 0.095 for tamsulosin vs placebo, and p = 0.314 for silodosin vs tamsulosin)."""
158,No baseline characteristics
266,"This post hoc analysis evaluated data from the T2DM subset of patients with mixed dyslipidemia (LDL-C ≥130 mg/dL, HDL-C <40/50 mg/dL in men/ women, and TG ≥150 mg/dL) from 2 randomized studies"
268,"Treatment effects on A1C were generally consis-tent in the subgroups de<U+FB01>ned by demographic (gen-der, age, race), anthropometric (BMI), and disease (known disease duration) characteristics (data not shown)."
269,"Treatment effects on A1C were generally consis-tent in the subgroups deﬁned by demographic (gen-der, age, race), anthropometric (BMI), and disease (known disease duration) characteristics (data not shown). Across all subgroups, greater A1C reduc-tions were observed with combination therapy than with pioglitazone monotherapy."
69,"As a sizable proportion of GISSI-HF patients had an ICD implanted before or after entering the main trial, we report here the results of a substudy, designed and conducted in parallel to the main one, investigating the antiarrhythmic effect of n-3PUFA in HF patients with implanted ICD."
251,"The larger reductions in HbA1c seen with sitagliptin/ metformin FDC compared with those with metformin monotherapy were generally similar across patient subgroups de<U+FB01>ned by age (= and >65 years), gender (male, female), race (Asian, Black, White, Other), baseline body mass index (median baseline body mass index: = and >32.0 kg/m2), duration of T2DM (median duration: = and >1.5 years), baseline homeostasis model assessment of insulin resistance (HOMA-IR; median baseline value: = and >6.7) and baseline HOMA-ß (median baseline value: = and >33.0) (data not shown)."
224,Table mislabelled as a baseline table but is a results table with subgroups.
240,The effects of combination therapy with dutasteride plus tamsulosin on clinical outcomes in men with symptomatic BPH: 4-year post hoc analysis of European men in the CombAT study
208,"Subgroup analyses examined the effects of HbA1c level at study entry.  The effects of treatment assignment did not significantly differ by entry HbA1c level (HbA1c=7.2%, HR 1.15 [95% CI 0.94–1.41]; HbA1c>7.2%, HR 1.01 [95% CI 0.81–1.25], p for heterogeneity=0.38)."
222,Subgroups in Figure 4
243,"the European study population was stratified by body mass index (BMI). In Europe, patients were additionally strati-fied by BMI (stratum I, <30 kg/m2 or stratum II, =30 kg/ m2) at randomization to ensure that the patient sample was representative of the population intended to use the drug in the US. Treatments were similarly effective in patients with BMI <30 kg/m2 and =30 kg/m2. At week 13, the OA pain intensity scores (LSM) for lumiracoxib, celecoxib, and the placebo were 37.08, 35.04, and 45.36, respectively, in patients with BMI <30 kg/m2 and 38.86, 38.05, and 45.16 in those with BMI =30 kg/m2 in the respective treatments. The mean changes in OA pain intensity from baseline at week 13 were -32.3 mm for lumiracoxib, -34.6 mm for celecoxib, and -23.5 mm for placebo in patients with BMI <30 kg/m2, and -32.5 mm for lumiracoxib, -32.1 mm for celecoxib, and -25.3 mm with the placebo in patients with BMI =30 kg/m2."
252,"The mechanism of action of dipeptidyl peptidase-4 inhibitors, such as saxagliptin, makes them suitable for combination therapy in type 2 diabetes mellitus (T2DM). Genetic, cultural, and environmental differences in individuals from different regions of the world may result in differences in treatment response to oral antidiabetic drugs (OADs). This post-hoc subanalysis assessed the efﬁ cacy and safety of saxagliptin as add-on therapy to metformin, glyburide, or a thiazolidinedione in patients with inadequately controlled T2DM in the United States."
54,"Additionally, in elderly patients, another vulnerable patient group, linagliptin showed a reduction in HbA1c mmol/mol (%) compared with placebo: the adjusted mean (se) change from baseline was )7 mmol/mol (0.3) [)0.68% (0.03)] in the linagliptin group (n = 565) vs. )1 mmol /mol (0.7) [)0.08% (0.06)] in the placebo group (n = 192) in the < 65 years subgroup (P < 0.0001), )9 mmol /mol (0.7) [)0.79% (0.06)] in the linagliptin group (n = 175)vs.)2 mmol/ mol(1.1)[)0.15%(0.10)]inthe placebo group (n = 622) in the 65)74 years subgroup (P < 0.0001) and )10 mmol /mol (1.4) [)0.92% (0.13)] in the linagliptin group (n = 38) vs. )3 mmol /mol (3.2) [)0.31% (0.29)] in the placebo group (n = 8) in the ‡ 75 years subgroup (P = 0.0533)."
227,"Table S3. Results of the base-case analysis by BMI subgroup in the liraglutide vs. sitagliptin comparison: quality-adjusted life years, costs and incremental cost-effectiveness ratios."
169,Phase 3 Study Of Antiremodeling Effect Of Aldosterone Receptors Blockade With Canrenone In Mild Chronic Heart Failure
95,"During the course of the study, patients in the valsartan ?HCTZ group generally had the largest reductions in MSSBP from baseline, regardless of age. In both the 70- to 75-year-old and 76- to 80-year-old subgroups, a greater reduction in MSSBP was observed at week 2 with valsartan ?HCTZ compared with valsartan treatment (P<.05)."
144,"In the ABPM subgroup (n=111), valsartan ?HCTZ was more effective than amlodipine ?HCTZ in reducing 24-hour systolic BP ()20.6 vs )14.5 mm Hg; P=.011)."
121,"HbA1c results were consistent across the country subgroups; however, there were variations in the extent of placebo response (data not shown)"
263,"These were based on (1) baseline number of migraine attacks per month; (2) number of sumatriptan ? naproxen sodium doses per migraine attack; (3) number of sumatriptan ? naproxen sodium doses per month; and (4) total number of sumatriptan ? naproxen sodium doses. For the primary BP end points, a separate MMRM analysis with corresponding 95% CIs was computed within each of the subgroups within the subpopulations defined by each of the 4 criteria above."
114,"Four subpopulation analyses of the ITT population were created and examined to demonstrate the robustness of primary analysis results. These were based on (1) baseline number of migraine attacks per month; (2) number of sumatriptan ⁄ nap-roxen sodium doses per migraine attack; (3) number of sumatriptan ⁄ naproxen sodium doses per month; and (4) total number of sumatriptan ⁄ naproxen sodium doses. For the primary BP end points, a separate MMRM analysis with corresponding 95% CIs was computed within each of the subgroups within the subpopulations deﬁned by each of the 4 criteria above. Results in the subpopulations deﬁned by numbers of migraine attacks per month at baseline, sumatrip-tan ⁄naproxen sodium doses per migraine attack, suma-triptan ⁄ naproxen doses per month, and total sumatriptan ⁄naproxen sodium doses are supportive of the primary results."
81,"Based on prespecified subgroup analysis, there was no significant treatment by previous a-blocker therapy interaction ( p = 0.230) with respect to changes in total IPSS."
155,"Low-renin (baseline PRA <0.65 ng/mL/h) and normal-high renin (baseline PRA ?0.65 ng/mL/h) subjects. In low-renin subjects, mean reductions in MSSBP/ MSDBP from baseline to Week 16 were ?21.4/?9.1, ?16.8/?6.7, and ?19.0/?7.2 mmHg in subjects initially ran-domized to V/HCTZ, HCTZ, and V, respectively. There were no statistically significant differences between treat-ments at the 16-week time point. In normal-high renin subjects, mean reductions in MSSBP/MSDBP from baseline to Week 16 were ?22.1/?8.4, ?19.3/?6.9, and ?20.2/ ?9.0 mmHg in subjects initially randomized to V/HCTZ, HCTZ, and V, respectively. The only statistically significant between-group difference was V vs HCTZ for MSDBP (P0 0.043). In a post-hoc analysis, at Week 16, the only signif-icant difference between the 2 renin subgroups was ob-served for MSDBP reduction in the V group (?6.4 in low-renin subjects vs ?10.4 mmHg in normal-high renin subjects; P00.019)"
63,"Analyses of treatment effects and bleeding were undertaken in prespecified subgroups. These included age (<65, 65?75 and >75 years), weight (ó70, >70?90 and >90 kg), gender and renal function (creatinine clearance ò80, 50?<80 and <50 ml\min). The relative efficacy and safety of rivaroxaban and enoxaparin\VKA were consistent across the prespecified subgroups."
62,"Analyses of treatment effects and bleeding were undertaken in prespecified subgroups. These included age (<65, 65–75 and >75 years), weight (≤70, >70–90 and >90 kg), gender and renal function (creatinine clearance ≥80, 50–<80 and <50 ml/min). Consist-ent with the results of the EINSTEIN DVT study, the relative effi-cacy and safety of rivaroxaban and placebo were similar across the prespecified subgroups."
270,"Treatment effects on HbA1c were generally consistent in the subgroups de<U+FB01>ned by demographic (gender, age, race or ethnic group), anthropometric (body mass index) and disease (known disease duration) characteristics (data not shown)"
271,"Treatment effects on HbA1c were generally consistent in the subgroups deﬁned by demographic (gender, age, race or ethnic group), anthropometric (body mass index) and disease (known disease duration) characteristics (data not shown). Across all subgroups, greater HbA1c reductions were observed with combination therapy relative to pioglitazone monotherapy. In both treatment groups, greater reductions in HbA1c were noted in patients with higher baseline HbA1c values than in patients with lower baseline HbA1c (ﬁgure 3)."
260,"There were no differences in efficacy in any of the prespecified patient subgroups (based on sex, age, race, ethnicity, baseline BMI) for pioglitazone, A12.5P, or A25P. The most pronounced difference observed (0.34%) was for  HbA1c in the A12.5P sub-group of Hispanic/Latino ethnicity (mean   1.6%; n  182) vs. non-Hispanic/Latino patients in the A12.5P subgroup (mean  1.3%; n  203)."
236,The current analysis was conducted in the subgroup of patients with a post-bronchodilator FEV1 ≥ 60% at baseline
185,Result in Table 3
93,Disease duration post hoc subgroup analysis
27,"A Multi-Center Randomized, Double-Blind, Placebo-Controlled Study of the Human Anti-TNF Monoclonal Antibody Adalimumab for the Induction and Maintenance of Clinical Remission in Subjects With Crohn's Disease"
119,HbA1c changes with linagliptin and glimepiride across subgroups of BMI and ethnic origin were consistent with the overall changes (data not shown)
120,HbA1c changes with linagliptin and glimepiride across subgroups of BMI and ethnic origin were consistent with the overall changes (data not shown).
98,"Effects of Metformin HCl in Combination With Colesevelam HCl, Compared to Metformin HCl Alone, as Initial Therapy in Drug naïve Subjects With Type 2 Diabetes Mellitus, and the Effects of Colesevelam HCl on the Lipid Profile in Subjects With Pre Diabetes"
177,"Pre-specified subgroup analyses were performed based on ICS use prior to study entry, although it should be acknowledged that this study was not powered to assess these endpoints statistically."
244,"The EXCLAIM (EXtended CLinical prophylaxis in Acutely Ill Medical patients) study reported that extended-duration enoxaparin (for a further 28 days after standard 10-day enoxa-parin prophylaxis) reduced the risk of VTE but increased major bleeding complications. Women, older patients (>75 years), and sedentary patients experienced reduction in risk of VTE.3 This subanalysis assessed the risk of VTE and bleeding with extended-duration enoxaparin prophylaxis in patients with acute ischemic stroke."
36,"A Prospective, Multinational, Multicenter Trial to Compare the Effects of Amlodipine/Benazepril to Benazepril and Hydrochlorothiazide Combined on the Reduction of Cardiovascular Morbidity and Mortality in Patients With High Risk Hypertension"
138,"In prespecified subgroup analyses for the pri-marend point, no meaningful interpretation of results or definitive conclusions could be made because of the reduced sample sizes for these analyses (data not shown)"
101,Efficacy and safety of linagliptin added to metformin and sulphonylurea in Chinese patients with type 2 diabetes: a sub-analysis of data from a randomised clinical trial.
6,"""In an exploratory subgroup analysis of patients with high CRP levels (defined as ?3× ULN) at baseline (n=54), the ASAS20 response rate at week 12 was numerically higher in patients receiving 8 mg/kg TCZ (52.0%) than in those receiving placebo (27.6%). In patients with baseline CRP levels <3× ULN (<0.9 mg/dl) (n=48), ASAS20 response rates were similar in the TCZ (23.1%) and placebo (27.3%) arms (figure 2C). The observed difference in favour of TCZ in patients with higher baseline CRP levels was not observed for ASAS40 response rates (12.0% vs 17.2% for the TCZ and placebo arms, respectively) (figure 2C). Other subgroup analyses using IL-6 level, HLA-B27 status, BASFI score, presence of peripheral arthritis or MASES score did not show a clinically important difference between TCZ and placebo in ASAS20 response rates"""
129,"In an exploratory sub-group analysis of patients with high CRP levels (deﬁned as ≥3× ULN) at baseline (n=54), the ASAS20 response rate at week 12 was numerically higher in patients receiving 8 mg/kg TCZ (52.0%) than in those receiving placebo (27.6%). In patients with baseline CRP levels <3× ULN (<0.9 mg/dl) (n=48), ASAS20 response rates were similar in the TCZ (23.1%) and placebo (27.3%) arms (ﬁgure 2C). The observed difference in favour of TCZ in patients with higher baseline CRP levels was not observed for ASAS40 response rates (12.0% vs 17.2% for the TCZ and placebo arms, respectively) (ﬁgure 2C). Other sub-group analyses using IL-6 level, HLA-B27 status, BASFI score, presence of peripheral arthritis or MASES score did not show a clinically important difference between TCZ and placebo in ASAS20 response rates"
272,ustekinumab provided signi<U+FB01> cant clinical bene<U+FB01>t  versus placebo in mansubgroups of patients de<U+FB01> ned bbaseline demographic and disease character-istics and drug use
17,"""We now detail week 52 major secondary end points (Health Assessment Questionnaire [HAQ] disability index [DI] scores and SHS among patients with a baseline C-reactive protein [CRP] level >1.0 mg/dl) """
212,"Subgroup analyses of HbA1c changes from baseline. Analysis of change in HbA1c by prespecified subgroups demonstrated no signifi cant interaction with treatment according to renal function cat-egory (P = 0.5784), type of basal insulin (P = 0.9511), age group (P = 0.1000), con-comitant use of OADs (P = 0.64), sex (P = 0.98), or BMI (P = 0.99), indicating that none of these factors altered the efﬁcacy of linagliptin. Subgroup variables with signif-icant (P , 0.10) interactions with treat-ment were baseline HbA1c (P = 0.0725), geographical region (P = 0.0548), race (P = 0.0603), and time since diabetes diag-nosis (P = 0.0017). Placebo-adjusted mean (SD) changes in HbA1c were greatest for patients with a baseline HbA1c of $9.0% (75 mmol/mol) (20.83% [0.10]), patients who were from Asia (21.00 [0.15]) or of Asian race (20.93% [0.14]), and patients who had been diagnosed with diabetes for .5 years (20.72% [0.05]). The placebo-adjusted mean change from baseline in HbA1c after 24 weeks was 20.52% (25.7 mmol/mol) for patients taking no OADs at baseline (n = 96 [15.50%]; P , 0.0001), 20.67% (27.3 mmol/ mol) for those taking metformin only (n = 470 [76.1%]; P , 0.0001), 20.76% (28.3 mmol/mol) for those tak-ing pioglitazone only (n = 12 [1.0%]; P = 0.129), and 20.71% (27.8 mmol/mol) for patients taking both metformin and pioglitazone (n = 91 [7.4%]; P , 0.0001)."
66,"Analysis of change in HbA1c by prespeci<U+FB01>ed subgroups demon-strated no signi<U+FB01>cant interaction with treatment according to renal function cat-egory (P = 0.5784), type of basal insulin (P = 0.9511), age group (P = 0.1000), con-comitant use of OADs (P = 0.64), sex (P = 0.98), or BMI (P = 0.99), indicating that none of these factors altered the ef<U+FB01>cacy of linagliptin. Subgroup variables with signif-icant (P , 0.10) interactions with treat-ment were baseline HbA1c (P = 0.0725), geographical region (P = 0.0548), race (P = 0.0603), and time since diabetes diag-nosis (P = 0.0017)."
87,Column labels are missing from table. Also mislabelled as a baseline table
143,"In subgroup of patients with baseline HbA1c ?8%, vildagliptin reduced HbA1c by 0.74% from baseline 7.82% (between-treatment difference: –0.97%; p < 0.001) with significantly more patients achieving the HbA1c target <7% (38.6% vs. 13.9%; p=0.014)."
128,"In addition, subgroup analysis revealed that the effi cacy of CZP was not associated with the patients ’ body weight (data not shown)."
205,"Subgroup analyses demonstrated clinically meaningful HbA1c reductions regardless of baseline HbA1c, age, gender, race, ethnicity and baseline BMI."
204,"Subgroup analyses demonstrated clinically meaningful HbA1c reductions regardless of baseline HbA1c, age, gender, race, ethnicity and baseline BMI"
152,Individual patient data were also analyzed by subgroup of patients either using or not using antihypertensive therapy at randomization by adding a treatment*antihypertensive drug interaction.
273,We analysed change from baseline in HbA1c at week 24 in subgroups of patients with baseline HbA1c of at least 8·5% and lower than 8·5%.
147,"In the subgroup analysis in women, the risk of new or worsening vertebral fracture at 24 months was reduced by 63.2% in the denosumab group compared with the placebo group (HR 0.368, 95% CI 0.207–0.653, P  .0004). The 24- month incidence of new vertebral fracture was 2.2% in the denosumab group and 8.6% in the placebo group, with the reduction in risk by 74.0% (P.0001) (Figure 2B). In the subgroup analysis in women, the risk of new vertebral fracture at 24 months was reduced by 72.6% in the denosumab group compared with the placebo group (HR 0.274, 95% CI 0.136–0.553, P  .0001)."
11,"""Placebo-subtracted HbA1c reductions withcanagliflozin 100 and 300 mg were ?0.7% and ?0.9%,respectively, in patients <65 years of age, and ?0.6%and ?0.8% in those ?65 years of age. At Week 26, the proportionof patients <65 years of age achieving HbA1c <7.0%was 45.6%, 60.0%, and 23.7% with canagliflozin 100 and300 mg and placebo, respectively 42.8%, 57.5%, and 28.5% of patients ?65 years of age achieved HbA1c <7.0% withcanagliflozin 100 and 300 mg and placebo, respectively. Canagliflozin 100 and 300 mg also reduced FPG comparedwith placebo in both age subsets (Figure 1B). Theeffect of canagliflozin in lowering FPG was greater inpatients <65 years of age (placebo-subtracted reductionsfor canagliflozin 100 and 300 mg of ?1.7 and ?2.2 mmol/L,respectively, in patients <65 years of age, and ?1.2and ?1.9 mmol/L, respectively, in patients ?65 years ofage).Body weight and BPCanagliflozin 100 and 300 mg provided reductions in bodyweight in patients <65 and ?65 years of age (Figure 1C),with differences versus placebo of ?2.2% and ?2.8%,respectively, in patients <65 years of age and ?2.3%and ?3.2%, respectively, in those ?65 years of age. Bothcanagliflozin doses were associated with reductions insystolic and diastolic BP in both age subsets (Figures 1Dand 1E). For systolic BP, placebo-subtracted reductionswere ?3.9 mmHg with canagliflozin 100 mg in both agesubsets, and ?4.5 and ?5.1 mmHg with canagliflozin300 mg in patients <65 and ?65 years of age, respectively.Changes in diastolic BP with canagliflozin 100 and300 mg were greater in patients ?65 years of age (placebo-subtracted reductions of ?2.6 and ?2.5 mmHg, respectively)than in those <65 years of age (?1.8 mmHgfor both doses). Mean changes in pulse rate withcanagliflozin 100 and 300 mg and placebo were ?0.9, ?0.1,and 0.2 beats per minute (bpm), respectively, in patients<65 years of age and 0.6, ?1.8, and ?0.9 bpm, respectively,in those ?65 years of age. """
43,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy, Safety, and Tolerability of Canagliflozin as Monotherapy in the Treatment of Subjects With Type 2 Diabetes Mellitus Inadequately Controlled With Diet and Exercise"
7,"""In the combined set of patients with stage 2 or 3 CKD,the change from baseline in HbA1c at week 24 was greaterwith empaglifl ozin 25 mg compared with placebo(adjusted mean treatment diff erence versus placebo–0·51%, 95% CI –0·62 to –0·39; p<0·0001).In patients with stage 2 CKD, adjusted mean treatmentdiff erences versus placebo in changes from baseline inHbA1c at week 24 were –0·52% for empaglifl ozin 10 mgand –0·68% for empaglifl ozin 25 mg (p<0·0001 vsplacebo for both doses; fi gure 2, table 2). This eff ect wassustained at week 52. Both doses of empaglifl ozinshowed signifi cant reductions in bodyweight, systolicblood pressure, and diastolic blood pressure atweek 24 compared with placebo without increases inpulse rate; these changes were sustained at week 52.In patients with stage 3 CKD, the adjusted meantreatment diff erence versus placebo in change frombaseline in HbA1c at week 24 was –0·42% withempaglifl ozin 25 mg (p<0·0001 vs placebo; fi gure 3,table 3). This eff ect was sustained at week 52. Patientsreceiving empaglifl ozin 25 mg showed signifi cantreductions in bodyweight, systolic blood pressure, anddiastolic blood pressure at week 24 compared withplacebo without increases in pulse rate; these changeswere sustained at week 52. Sensitivity analyses confi rmedthe robustness of the results of the primary analyses(appendix).In patients"""
220,"Subgroupanalyseswereconductedusingthesamemodeland included the stratification factorsage(<65years,?65years), race, region, baseline LDL-Clevel (split bymedian), screening LDL-C level (<130mg/dL, ?130mg/dL), body mass index (<25, 25-<30, ?30),glucose tolerance status,hypertension,smoking status,having 2 or more baseline coronary heart disease risk factors, family history of premature coronary heart disease, baselinePCSK9 level(splitbymedian),baseline triglyceridelevel(splitbymedian: <150mg/dL,?150mg/dL,<200mg/dL,?200mg/dL),and National Cholesterol Education Programhigh risk. Interaction testswere conductedusing the subgroupanalyses tohelp identifypossible patient factorswith differing treatment effects.                                        Evolocumabadministered every 2weeks andmonthlywas effective in all prespecified subgroups relative to placebo and ezetimibe,with no notable differences observed between subgroups."
221,"Subgroupanalyseswereconductedusingthesamemodeland includedthestratificationfactorsage(<65years,≥65years),race, region, baseline LDL-C level (split by median), screening LDL-C level (<130 mg/dL, ≥130 mg/dL), body mass index (<25, 25-<30, ≥30),glucosetolerancestatus,hypertension,smokingstatus,hav-ing 2 or more baseline coronary heart disease risk factors, fam-ilyhistoryofprematurecoronaryheartdisease,baselinePCSK9 level(splitbymedian),baselinetriglyceridelevel(splitbymedian: <150mg/dL,≥150mg/dL,<200mg/dL,≥200mg/dL),andNational CholesterolEducationProgramhighrisk.Interactiontestswere conductedusingthesubgroupanalysestohelpidentifypossible patient factors with differing treatment effects. Evolocumabadministeredevery2weeksandmonthlywas effective in all prespecified subgroups relative to placebo and ezetimibe,withnonotabledifferencesobservedbetweensub-groups"
74,At some point import figures although these are complex structures
