nct_id,phase,number_of_arms,brief_title,official_title,enrollment,a,b,comparator,combination
NCT01131676,Phase 3,3,BI 10773 (Empagliflozin) Cardiovascular Outcome Event Trial in Type 2 Diabetes Mellitus Patients (EMPA-REG OUTCOME).,"A Phase III, Multicentre, International, Randomised, Parallel Group, Double Blind Cardiovascular Safety Study of BI 10773 (10 mg and 25 mg Administered Orally Once Daily) Compared to Usual Care in Type 2 Diabetes Mellitus Patients With Increased Cardiovascular Risk",7064,NA,empagliflozin,plac_stnd,FALSE
NCT00814268,Phase 4,2,COMbination of Clopidogrel and Aspirin for Prevention of Early REcurrence in Acute Atherothrombotic Stroke,"COMbination of Clopidogrel and Aspirin for Prevention of REcurrence in Acute Atherothrombotic Stroke Study: Prospective, Randomized, Double-blind, Placebo-controlled, Multicenter Trial",358,placebo,clopidogrel,plac_stnd,FALSE
NCT01252953,Phase 3,2,REVEAL: Randomized EValuation of the Effects of Anacetrapib Through Lipid-modification,"REVEAL: Randomized EValuation of the Effects of Anacetrapib Through Lipid-modification. A Large-scale, Randomized Placebo-controlled Trial of the Clinical Effects of Anacetrapib Among People With Established Vascular Disease",30624,placebo,anacetrapib,plac_stnd,FALSE
NCT00562289,Phase 3,3,Patent Foramen Ovale Closure or Anticoagulants Versus Antiplatelet Therapy to Prevent Stroke Recurrence,Closure of Patent Foramen Ovale or Anticoagulants Versus Antiplatelet Therapy to Prevent Stroke Recurrence,664,NA,rivaroxaban,plac_stnd,TRUE
NCT00202878,Phase 3,2,IMPROVE-IT: Examining Outcomes in Subjects With Acute Coronary Syndrome: Vytorin (Ezetimibe/Simvastatin) vs Simvastatin (P04103),"A Multicenter, Double-Blind, Randomized Study to Establish the Clinical Benefit and Safety of Vytorin (Ezetimibe/Simvastatin Tablet) vs Simvastatin Monotherapy in High-Risk Subjects Presenting With Acute Coronary Syndrome (IMProved Reduction of Outcomes: Vytorin Efficacy International Trial - IMPROVE IT)",18144,NA,ezetimibe,plac_stnd,FALSE
NCT00091949,Phase 3,2,Insulin Resistance Intervention After Stroke Trial,Insulin Resistance Intervention After Stroke (IRIS) Trial,3876,placebo,pioglitazone,plac_stnd,FALSE
NCT01179048,Phase 3,2,Liraglutide Effect and Action in Diabetes: Evaluation of Cardiovascular Outcome Results,"A Long-term, Multi-centre, International, Randomised Double-blind, Placebo-controlled Trial to Determine Liraglutide Effects on Cardiovascular Events",9340,placebo,liraglutide,plac_stnd,FALSE
NCT01032629,Phase 3,3,CANVAS - CANagliflozin cardioVascular Assessment Study,"A Randomized, Multicenter, Double-Blind, Parallel, Placebo-Controlled Study of the Effects of JNJ-28431754 on Cardiovascular Outcomes in Adult Subjects With Type 2 Diabetes Mellitus",4330,placebo,canagliflozin,plac_stnd,FALSE
NCT01776424,Phase 3,3,Rivaroxaban for the Prevention of Major Cardiovascular Events in Coronary or Peripheral Artery Disease,A Randomized Controlled Trial of Rivaroxaban for the Prevention of Major Cardiovascular Events in Patients With Coronary or Peripheral Artery Disease (COMPASS - Cardiovascular OutcoMes for People Using Anticoagulation StrategieS).,27395,placebo,rivaroxaban,plac_stnd,FALSE
NCT00527943,Phase 3,2,Trial to Assess the Effects of Vorapaxar (SCH 530348; MK-5348) in Preventing Heart Attack and Stroke in Particpants With Acute Coronary Syndrome (TRA•CER) (Study P04736),"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of SCH 530348 in Addition to Standard of Care in Subjects With Acute Coronary Syndrome: Thrombin Receptor Antagonist for Clinical Event Reduction in Acute Coronary Syndrome (TRA•CER)",12944,placebo,vorapaxar,plac_stnd,FALSE
NCT00077805,Phase 4,NA,PREVAIL: PREvention of VTE After Acute Ischemic Stroke With LMWH Enoxaparin ( - VTE: Venous Thromboembolism - LMWH: Low Molecular Weight Heparin),"An Open-Label, Randomized, Parallel-Group, Multi-Center Study to Evaluate the Efficacy and Safety of Enoxaparin Versus Unfractionated Heparin in the Prevention of Venous Thromboembolism in Patients Following Acute Ischemic Stroke",NA,NA,enoxaparin,poss_plac_stnd,NA
NCT00174993,Phase 3,2,Efficacy of Pioglitazone on Macrovascular Outcome in Patients With Type 2 Diabetes,PROspective PioglitAzone Clinical Trial In MacroVascular Events: A Macrovascular Outcome Study in Type 2 Diabetic Patients Comparing Pioglitazone With Placebo in Addition to Existing Therapy,4373,placebo,pioglitazone,plac_stnd,FALSE
NCT01720446,Phase 3,4,Trial to Evaluate Cardiovascular and Other Long-term Outcomes With Semaglutide in Subjects With Type 2 Diabetes,"A Long-term, Randomised, Double-blind, Placebo-controlled, Multinational, Multi-centre Trial to Evaluate Cardiovascular and Other Long-term Outcomes With Semaglutide in Subjects With Type 2 Diabetes (SUSTAIN™ 6 - Long-term Outcomes)",3297,placebo,semaglutide,plac_stnd,FALSE
NCT00161070,Phase 4,NA,ESPRIT: European/Australasian Stroke Prevention in Reversible Ischaemia Trial,ESPRIT: European/Australasian Stroke Prevention in Reversible Ischaemia Trial,4500,acetylsalicylic acid|acetylsalicylic acid|anticoagulation,dipyridamole,undefined,NA
NCT00077753,Phase 4,NA,EXCLAIM:Extended Prophylaxis for Venous ThromboEmbolism (VTE) in Acutely Ill Medical Patients With Prolonged Immobilization,"A Double-Blind, Placebo-Controlled, Parallel, Multicenter Study on Extended VTE Prophylaxis in Acutely Ill Medical Patients With Prolonged Immobilization",4726,NA,enoxaparin,poss_plac_stnd,NA
NCT00221104,Phase 3,2,Japan Statin Treatment Against Recurrent Stroke (J-STARS),Secondary Prevention With HMG-CoA Reductase Inhibitor Against Stroke,1578,standard care,pravastatin,plac_stnd,FALSE
NCT00120003,Phase 3,2,Scandinavian Candesartan Acute Stroke Trial (SCAST),Scandinavian Candesartan Acute Stroke Trial,2500,placebo,candesartan,plac_stnd,FALSE
NCT00073372,Phase 3,NA,A Study of Effectiveness and Safety of Abciximab in Patients With Acute Ischemic Stroke (AbESTT-II),"Abciximab (ReoPro) in Acute Ischemic Stroke: A Phase III, Multinational, Multicenter, Randomized, Double-blind, Placebo-controlled Trial.",808,NA,abciximab,poss_plac_stnd,NA
NCT00053599,Phase 3,NA,Cholesterol Lowering Agent to Slow Progression (CLASP) of Alzheimer's Disease Study,"A Multi-Center, Randomized, Double-Blind, Placebo-Controlled Trial of Simvastatin to Slow the Progression of Alzheimer's Disease",400,NA,simvastatin,poss_plac_stnd,NA
NCT02017340,Phase 3,2,A Phase III Trial of Nilvadipine to Treat Alzheimer's Disease,A European Multicentre Double-blind Placebo-controlled Phase III Trial of Nilvadipine in Mild to Moderate Alzheimer's Disease,511,placebo,nilvadipine,plac_stnd,FALSE
NCT00216593,Phase 3,NA,Treatment of Severe Alzheimer's Disease: Evaluation of Efficacy and Safety of Galantamine Hydrobromide in a Controlled Study,"Treatment of Severe Alzheimer's Disease in a Residential Home, Nursing Home, or Geriatric Residential Setting: Evaluation of Efficacy and Safety of Galantamine Hydrobromide in a Randomised, Doubleblind, Placebo-Controlled Study.",415,NA,galantamine,poss_plac_stnd,NA
NCT00792636,Phase 4,3,"A Study to Determine the Effect of Sumatriptan and Naproxen Sodium Combination Tablet, Sumatriptan Tablet, and Naproxen Sodium Tablet on Blood Pressure When Treating Migraine Headaches That Occur During a 6-month Period","Assessment of the Effect of Sumatriptan and Naproxen Sodium Combination Tablet, Sumatriptan Tablet, and Naproxen Sodium Tablet Treatment on Blood Pressure When Administered Intermittently for Six Months for the Acute Treatment of Migraine Attacks, With or Without Aura, in Adults",407,NA,naproxen,plac_stnd,FALSE
NCT00000609,Phase 3,NA,Sudden Cardiac Death in Heart Failure Trial (SCD-HeFT),NA,NA,NA,amiodarone,poss_plac_stnd,NA
NCT00000620,Phase 3,6,Action to Control Cardiovascular Risk in Diabetes (ACCORD),Action to Control Cardiovascular Risk in Diabetes (ACCORD),10251,not a drug,fenofibric acid,plac_stnd,TRUE
NCT00105027,Phase 3,6,The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study,The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study: Two Randomized Trials to Compare the Efficacy and Safety of Intravitreal Injection(s) of Triamcinolone Acetonide With Standard Care to Treat Macular Edema,682,standard care,triamcinolone,plac_stnd,FALSE
NCT00649389,Phase 3,4,Safety and Efficacy Study of a Triple Combination Therapy in Subjects With Hypertension,"A Randomized, Double-Blind, Parallel Group Study Evaluating the Efficacy and Safety of Co-Administration of a Triple Combination Therapy of Olmesartan Medoxomil, Amlodipine Besylate and Hydrochlorothiazide in Subjects With Hypertension",2500,NA,olmesartan,plac_stnd,FALSE
NCT01644175,Phase 3,2,Efficacy and Safety of Alirocumab (SAR236553/REGN727) Versus Placebo on Top of Lipid-Modifying Therapy in Patients With High Cardiovascular Risk and Hypercholesterolemia (ODYSSEY COMBO I),"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of SAR236553/REGN727 in High Cardiovascular Risk Patients With Hypercholesterolemia Not Adequately Controlled With Their Lipid-Modifying Therapy",316,placebo,alirocumab,plac_stnd,FALSE
NCT02145468,Phase 3,2,A Phase 3 Clinical Outcomes Study to Compare the Incidence of Major Adverse Cardiovascular Events in Subjects Presenting With Acute Coronary Syndrome Treated With Losmapimod Compared to Placebo (LATITUDE-TIMI 60),A Clinical Outcomes Study to Compare the Incidence of Major Adverse Cardiovascular Events in Subjects Presenting With Acute Coronary Syndrome Treated With Losmapimod Compared to Placebo (PM1116197) LosmApimod To Inhibit p38 MAP Kinase as a TherapeUtic Target and moDify Outcomes After an Acute Coronary syndromE (LATITUDE)-TIMI 60.,3503,placebo,losmapimod,plac_stnd,FALSE
NCT01897532,Phase 4,2,Cardiovascular and Renal Microvascular Outcome Study With Linagliptin in Patients With Type 2 Diabetes Mellitus (CARMELINA),"CARMELINA: A Multicenter, International, Randomized, Parallel Group, Double-blind, Placebo-controlled, Cardiovascular Safety and Renal Microvascular Outcome Study With Linagliptin, 5 mg Once Daily in Patients With Type 2 Diabetes Mellitus at High Vascular Risk",7003,placebo,linagliptin,plac_stnd,FALSE
NCT02738632,Phase 3,2,Efficacy and Safety of TAH Combination in Comparison With Telmisartan/Amlodipine Combination for Essential Hypertension Patients,"Randomized, Double-Blind, Multi-Center, Phase 3 Trial to Evaluate the Efficacy and Safety of Telmisartan/Amlodipine/Hydrochlorothiazide Combination in Comparison With Telmisartan/Amlodipine Combination for Essential Hypertension Patients Not Controlled by Telmisartan/Amlodipine Combination",300,placebo,hydrochlorothiazide,plac_stnd,FALSE
NCT00093158,Phase 3,NA,Comparison of Angiomax Versus Heparin in Acute Coronary Syndromes (ACS),The ACUITY Trial: A Randomized Comparison of Angiomax (Bivalirudin) Versus Heparin (Unfractionated Heparin or Enoxaparin) in Patients Undergoing Early Invasive Management for Acute Coronary Syndromes Without ST-Segment Elevation,13800,NA,bivalirudin,poss_plac_stnd,NA
NCT02585778,Phase 3,2,Efficacy and Safety of Alirocumab Versus Placebo on Top of Maximally Tolerated Lipid Lowering Therapy in Patients With Hypercholesterolemia Who Have Type 1 or Type 2 Diabetes and Are Treated With Insulin (ODYSSEY DM - Insulin),"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of Alirocumab in Insulin Treated Patients With Type 1 or Type 2 Diabetes and With Hypercholesterolemia at High Cardiovascular Risk Not Adequately Controlled on Maximally Tolerated LDL-C Lowering Therapy",517,placebo,alirocumab,plac_stnd,FALSE
NCT00430677,Phase 2/Phase 3,4,Efficacy and Safety Study of Abatacept to Treat Lupus Nephritis,"A Phase II/III Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Abatacept Versus Placebo on a Background of Mycophenolate Mofetil and Glucocorticosteroids in Subjects With Active Proliferative Glomerulonephritis Due to Systemic Lupus Erythematosus (SLE)",423,NA,prednisolone,plac_stnd,TRUE
NCT00081731,Phase 3,2,Benefits of Medical Therapy Plus Stenting for Renal Atherosclerotic Lesions,Cardiovascular Outcomes in Renal Atherosclerotic Lesions (CORAL),947,NA,candesartan,plac_stnd,TRUE
NCT00308347,Phase 3,NA,A Research Study to Evaluate the Renal (Kidney) Protective Effects of Losartan in Patients With Non-insulin Dependent Diabetes (0954-147)(COMPLETED),"A Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Renal Protective Effects of Losartan in Patients With Non-insulin Dependent Diabetes Mellitus and Nephropathy",1513,losartan|placebo|duration statement,losartan,undefined,NA
NCT00211705,Phase 4,NA,Management of Elevated Cholesterol in the Primary Prevention Group of Adult Japanese(MEGA Study),Management of Elevated Cholesterol in the Primary Prevention Group of Adult Japanese(MEGA Study),8000,lifestyle,pravastatin,undefined,NA
NCT00614939,Phase 3,2,Treatment Effect of Saxagliptin Compared With Placebo in Patients With Type 2 Diabetes and Renal Impairment,"A Short-term 12-Week, Multi-centre, Randomized, Parallel-group, Double-blind, Placebo-controlled Study to Evaluate the Treatment Effect of Saxagliptin Compared With Placebo in Adult Patients With Type 2 Diabetes and Renal Impairment (Moderate, Severe, and End-Stage) With an Additional 40-week, Randomized, Double-blind, Placebo-controlled Long-term Observational Period.",572,placebo,saxagliptin,plac_stnd,FALSE
NCT00863707,Phase 4,2,A Study of the Safety and Tolerance of Regadenoson in Subjects With Renal Impairment,"A Phase 4, Multicenter, Double-Blind, Randomized, Placebo-controlled Study of the Safety and Tolerance of Regadenoson in Subjects With Renal Impairment",511,placebo,regadenoson,plac_stnd,FALSE
NCT00633893,Phase 3,3,Efficacy and Safety Study of Apixaban for Extended Treatment of Deep Vein Thrombosis or Pulmonary Embolism,A Safety and Efficacy Trial Evaluating the Use of Apixaban for the Extended Treatment of Deep Vein Thrombosis and Pulmonary Embolism,2711,placebo,apixaban,plac_stnd,FALSE
NCT00968708,Phase 3,2,Cardiovascular Outcomes Study of Alogliptin in Patients With Type 2 Diabetes and Acute Coronary Syndrome,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Cardiovascular Outcomes Following Treatment With Alogliptin in Addition to Standard of Care in Subjects With Type 2 Diabetes and Acute Coronary Syndrome",5380,placebo,alogliptin,plac_stnd,FALSE
NCT00663260,Phase 2/Phase 3,3,Glycemic Efficacy and Renal Safety Study of Dapagliflozin in Subjects With Type 2 Diabetes Mellitus and Moderate Renal Impairment,"A Multicenter, Double-Blind, Placebo-Controlled, Parallel Group, Randomized, Phase 2/3 Trial to Evaluate the Glycemic Efficacy, Renal Safety, Pharmacokinetics, and Pharmacodynamics of Dapagliflozin in Subjects With Type 2 Diabetes Mellitus and Moderate Renal Impairment Who Have Inadequate Glycemic Control",631,placebo,dapagliflozin,plac_stnd,FALSE
NCT01185938,Phase 4,2,Statin Contrast Induced Nephropathy Prevention,Protective Effect of Rosuvastatin and Antiplatelet Therapy On Contrast-induced Nephropathy and Myocardial Damage in Patients With Acute Coronary Syndrome Undergoing Coronary Intervention; PRATO-ACS Trial,500,standard care,rosuvastatin,plac_stnd,FALSE
NCT00790205,Phase 3,2,Sitagliptin Cardiovascular Outcomes Study (MK-0431-082),"TECOS: A Randomized, Placebo Controlled Clinical Trial to Evaluate Cardiovascular Outcomes After Treatment With Sitagliptin in Patients With Type 2 Diabetes Mellitus and Inadequate Glycemic Control",14671,placebo,sitagliptin,plac_stnd,FALSE
NCT01623115,Phase 3,2,Efficacy and Safety of Alirocumab (SAR236553/REGN727) Versus Placebo on Top of Lipid-Modifying Therapy in Patients With Heterozygous Familial Hypercholesterolemia Not Adequately Controlled With Their Lipid-Modifying Therapy,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of SAR236553/REGN727 in Patients With Heterozygous Familial Hypercholesterolemia Not Adequately Controlled With Their Lipid-Modifying Therapy",486,placebo,alirocumab,plac_stnd,FALSE
NCT01107886,Phase 4,2,Does Saxagliptin Reduce the Risk of Cardiovascular Events When Used Alone or Added to Other Diabetes Medications,"A Multicentre, Randomised, Double-Blind, Placebo-Controlled Phase IV Trial to Evaluate the Effect of Saxagliptin on the Incidence of Cardiovascular Death, Myocardial Infarction or Ischaemic Stroke in Patients With Type 2 Diabetes",18206,placebo,saxagliptin,plac_stnd,FALSE
NCT01926782,Phase 3,3,Study to Evaluate the Efficacy and Safety of an Every Four Weeks Treatment Regimen of Alirocumab (REGN727/ SAR236553) in Patients With Primary Hypercholesterolemia (ODYSSEY CHOICE 1),"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of an Every Four Weeks Treatment Regimen of Alirocumab in Patients With Primary Hypercholesterolemia",803,NA,alirocumab,plac_stnd,FALSE
NCT01986855,Phase 3,3,A Study of the Efficacy and Safety of Ertugliflozin in Participants With Type 2 Diabetes Mellitus With Stage 3 Chronic Kidney Disease Who Have Inadequate Glycemic Control on Antihyperglycemic Therapy (MK-8835-001),"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Evaluate the Efficacy and Safety of Ertugliflozin (MK-8835/PF-04971729) in Subjects With Type 2 Diabetes Mellitus With Stage 3 Chronic Kidney Disease Who Have Inadequate Glycemic Control on Background Antihyperglycemic Therapy",468,NA,ertugliflozin,plac_stnd,FALSE
NCT01813435,Phase 3,2,GLOBAL LEADERS: A Clinical Study Comparing Two Forms of Anti-platelet Therapy After Stent Implantation,Comparative Effectiveness of 1 Month of Ticagrelor Plus Aspirin Followed by Ticagrelor Monotherapy Versus a Current-day Intensive Dual Antiplatelet Therapy in All-comers Patients Undergoing Percutaneous Coronary Intervention With Bivalirudin and BioMatrix Family Drug-eluting Stent Use,16000,NA,clopidogrel,plac_stnd,FALSE
NCT00475852,Phase 3,2,A Study Testing the Effectiveness of Nesiritide in Patients With Acute Decompensated Heart Failure,"Double-Blind, Placebo-Controlled, Multicenter Acute Study of Clinical Effectiveness of Nesiritide in Subjects With Decompensated Heart Failure (ASCEND-HF)",7141,placebo,nesiritide,plac_stnd,FALSE
NCT00185159,Phase 3,2,Olmesartan Medoxomil in Diabetes Mellitus,Randomized Olmesartan and Diabetes Microalbuminuria Prevention Study (ROADMAP),4449,placebo,olmesartan,plac_stnd,FALSE
NCT00174915,Phase 3,5,"Phase 3, Febuxostat, Allopurinol and Placebo-Controlled Study in Gout Subjects.","A Phase 3, Randomized, Multicenter, Allopurinol and Placebo-Controlled Study Assessing the Safety and Efficacy of Oral Febuxostat in Subjects With Gout.",1072,placebo,allopurinol,plac_stnd,FALSE
NCT00818883,Phase 3,2,Efficacy and Safety of Azilsartan Medoxomil and Chlorthalidone in Participants With Moderate to Severe Hypertension,"A Phase 3, Double-Blind, Randomized, Efficacy and Safety Study of the TAK 491 Plus Chlorthalidone Fixed-Dose Combination Compared With TAK-491 and Hydrochlorothiazide Coadministration Therapy in Subjects With Moderate to Severe Essential Hypertension",609,hydrochlorothiazide,chlorthalidone,diff_class,FALSE
NCT00269906,Phase 3,2,"A Study Evaluating the Efficacy and Safety of Abciximab, an Anti-Platelet Therapy, in Patients With Unstable Angina Not Responding to Standard Medical Therapy Who Are Eligible for Coronary Angioplasty",Chimeric Anti-Platelet Therapy (Abciximab) in Unstable Angina Refractory to Standard Medical Therapy Trial (CAPTURE),1265,placebo,abciximab,plac_stnd,FALSE
NCT00170924,Phase 4,NA,"To Find Out Whether Valsartan With or Without Other Blood Pressure Medications Would Improve the Ability of the Heart to Fill and Empty, and the Ability of the Heart Muscle to Relax Adequately in People With High Blood Pressure.","A Multi-center, Randomized, Placebo-controlled, Double-blind Study to Evaluate the Effect of the Angiotensin II Antagonist Valsartan on Diastolic Function in Patients With Hypertension and Diastolic Dysfunction",317,NA,valsartan,poss_plac_stnd,NA
NCT00439725,Phase 3,2,Once - Daily Oral Direct Factor Xa Inhibitor Rivaroxaban In The Long-Term Prevention Of Recurrent Symptomatic Venous Thromboembolism In Patients With Symptomatic Deep-Vein Thrombosis Or Pulmonary Embolism. The Einstein-Extension Study,Once-daily Oral Direct Factor Xa Inhibitor Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic Venous Thromboembolism in Patients With Symptomatic Deep-vein Thrombosis or Pulmonary Embolism. The Einstein-Extension Study,1197,placebo,rivaroxaban,plac_stnd,FALSE
NCT00954447,Phase 3,2,Efficacy and Safety of Linagliptin in Combination With Insulin in Patients With Type 2 Diabetes,"A Phase III Randomised, Double-blind, Placebo-controlled, Parallel Group Efficacy and Safety Study of Linagliptin (5 mg), Administered Orally Once Daily for at Least 52 Weeks in Type 2 Diabetic Patients in Combination With Basal Insulin Therapy",1263,placebo,linagliptin,plac_stnd,FALSE
NCT01164501,Phase 3,3,Efficacy and Safety of Empagliflozin (BI 10773) in Patients With Type 2 Diabetes and Renal Impairment,"A Phase III, Randomised, Double-blind, Placebo-controlled, Parallel Group, Efficacy and Safety Study of BI 10773 (10 mg and 25 mg Administered Once Daily) as Add on to Pre-existing Antidiabetic Therapy Over 52 Weeks in Patients With Type 2 Diabetes Mellitus and Renal Impairment and Insufficient Glycaemic Control",741,NA,empagliflozin,plac_stnd,FALSE
NCT01438814,Phase 4,2,Linagliptin in Combination With Metformin in Treatment Naive Patients With Type 2 Diabetes Mellitus and Insufficient Glycaemic Control,"A Randomised, Double-blind, Double-dummy, Active-comparator Controlled Study Investigating the Efficacy and Safety of Linagliptin Co-administered With Metformin QD at Evening Time Versus Metformin BID Over 14 Weeks in Treatment Naive Patients With Type 2 Diabetes Mellitus and Insufficient Glycaemic Control",689,placebo,linagliptin,plac_stnd,FALSE
NCT01836523,Phase 3,6,The Efficacy and Safety of Liraglutide as Adjunct Therapy to Insulin in the Treatment of Type 1 Diabetes,"The Efficacy and Safety of Liraglutide as Adjunct Therapy to Insulin in the Treatment of Type 1 Diabetes. A 52-week Randomised, Treat-to-target, Placebo-controlled, Double Blinded, Parallel Group, Multinational, Multi-centre Trial",1398,placebo,liraglutide,plac_stnd,FALSE
NCT01510158,Phase 3,3,Combining Lesinurad With Allopurinol in Inadequate Responders,"A Phase 3 Randomized, Double-Blind, Multicenter, Placebo-Controlled, Combination Study to Evaluate the Efficacy and Safety of Lesinurad and Allopurinol Compared to Allopurinol Alone in Subjects With Gout Who Have Had an Inadequate Hypouricemic Response to Standard of Care Allopurinol.",607,placebo,lesinurad,plac_stnd,FALSE
NCT01493531,Phase 3,3,Combining Lesinurad With Allopurinol in Inadequate Responders,"A Phase 3 Randomized, Double-Blind, Multicenter, Placebo- Controlled, Combination Study to Evaluate the Efficacy and Safety of Lesinurad and Allopurinol Compared to Allopurinol Alone in Subjects With Gout Who Have Had an Inadequate Hypouricemic Response to Standard of Care Allopurinol",610,placebo,lesinurad,plac_stnd,FALSE
NCT00829660,Phase 4,2,Acarbose Cardiovascular Evaluation Trial,"A Long-term, Multicentre, Double-blind, Randomised Parallel-group Trial to Determine Whether Reducing Post-prandial Glycaemia Can Reduce Cardiovascular-related Morbidity and Mortality in Patients With Established Coronary Heart Disease or Acute Coronary Syndrome Who Have Impaired Glucose Tolerance",6526,placebo,acarbose,plac_stnd,FALSE
NCT00206310,Phase 3,NA,Crestor Versus Placebo in Subjects With Heart Failure,"Controlled Rosuvastatin Multinational Study in Heart Failure CORONA A Randomized, Double-Blind, Placebo Controlled Phase III Study With Rosuvastatin in Subjects With Chronic Symptomatic Systolic Heart Failure",5013,NA,rosuvastatin,poss_plac_stnd,NA
NCT01368081,Phase 3,3,Empagliflozin (BI 10773) Comprehensive add-on Study in Japanese Subjects With Type 2 Diabetes Mellitus,"A 52-week, Randomised, Multi-centre, Parallel Group Study to Investigate the Safety and Efficacy of BI 10773 (10 mg or 25 mg Administered Orally Once Daily) as add-on Therapy to an Oral Antidiabetic Drug (Sulfonylurea, Biguanide, Thiazolidinedione, Alpha Glucosidase Inhibitor, DPP-IV Inhibitor, or Glinide) in Patients With Type 2 Diabetes Mellitus With Insufficient Glycaemic Control",1162,placebo,empagliflozin,plac_stnd,TRUE
NCT00454896,Phase 3,2,A Multicenter VESIcare® Efficacy and Safety Study for the Treatment of Urgency Associated With Overactive Bladder (OAB),"A Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Assess the Efficacy and Safety of Daily Oral Administration of 5mg and 10mg VESIcare® for the Treatment of Urgency Associated With Overactive Bladder",739,placebo,solifenacin,plac_stnd,FALSE
NCT00927394,Phase 4,2,Aliskiren and Valsartan vs Valsartan Alone in Patients With Stage II Systolic Hypertension and Type II Diabetes Mellitus,"An 8 Week Randomized, Double-Blind, Parallel Group, Multi-Center, Active Controlled Study to Evaluate the Antihypertensive Efficacy and Safety of Aliskiren Administered in Combination With Valsartan Versus Valsartan Alone in Patients With Stage 2 Systolic Hypertension and Type 2 Diabetes Mellitus",1143,NA,aliskiren,plac_stnd,FALSE
NCT00555217,Phase 3,2,VA NEPHRON-D: Diabetes iN Nephropathy Study,CSP #565 - Combination Angiotensin Receptor Blocker and Angiotensin Converting Enzyme Inhibitor for Treatment of Diabetic Nephropathy (VA NEPHRON-D Study),1448,NA,lisinopril,plac_stnd,FALSE
NCT01327846,Phase 3,4,Cardiovascular Risk Reduction Study (Reduction in Recurrent Major CV Disease Events),"A Randomized, Double-blind, Placebo-controlled, Event-driven Trial of Quarterly Subcutaneous Canakinumab in the Prevention of Recurrent Cardiovascular Events Among Stable Post-myocardial Infarction Patients With Elevated hsCRP",10067,placebo,canakinumab,plac_stnd,FALSE
NCT01621178,Phase 3,3,A Study Comparing Dulaglutide With Insulin Glargine on Glycemic Control in Participants With Type 2 Diabetes (T2D) and Moderate or Severe Chronic Kidney Disease (CKD),"A Randomized, Open-Label, Parallel-Arm Study Comparing the Effect of Once-weekly Dulaglutide With Insulin Glargine on Glycemic Control in Patients With Type 2 Diabetes and Moderate or Severe Chronic Kidney Disease",577,insulin glargine,dulaglutide,diff_class,FALSE
NCT01147250,Phase 3,2,Evaluation of Cardiovascular Outcomes in Patients With Type 2 Diabetes After Acute Coronary Syndrome During Treatment With AVE0010 (Lixisenatide),"A Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Evaluate Cardiovascular Outcomes During Treatment With Lixisenatide in Type 2 Diabetic Patients After an Acute Coronary Syndrome",6068,placebo,lixisenatide,plac_stnd,FALSE
NCT01792518,Phase 3,2,"MARLINA - T2D : Efficacy, Safety & Modification of Albuminuria in Type 2 Diabetes Subjects With Renal Disease With LINAgliptin","A Phase IIIb, Multicenter, Multinational, Randomized, Double-blind, Placebo Controlled, Parallel Group Study to Evaluate the Glycemic and Renal Efficacy of Once Daily Administration of Linagliptin 5 mg for 24 Weeks in Type 2 Diabetes Patients, With Micro- or Macroalbuminuria (30-3000mg/g Creatinine) on Top of Current Treatment With Angiotensin ConvEnzyme Inhibitor or Angiotensin Receptor Blocker - MARLINA (Efficacy, Safety & Modification of Albuminuria in Type 2 Diabetes Subjects With Renal Disease With LINAgliptin)",360,placebo,linagliptin,plac_stnd,FALSE
NCT01395745,Phase 3,2,CHABLIS-SC1: A Study of the Efficacy and Safety of Subcutaneous Blisibimod in Subjects With Systemic Lupus Erythematosus,"A Randomized, Double-Blind, Placebo-Controlled Phase 3 Study to Evaluate the Efficacy and Safety of Blisibimod Administration in Subjects With Systemic Lupus Erythematosus",442,placebo,blisibimod,plac_stnd,FALSE
NCT00384930,Phase 2/Phase 3,5,Study of Tadalafil Once-a Day for 12 Weeks in Men With Signs and Symptoms of Benign Prostatic Hyperplasia,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Design, 5-Group, Multinational Study to Evaluate the Efficacy, Dose Response, and Safety of Tadalafil Once-a-Day Dosing for 12 Weeks in Men With Signs and Symptoms of Benign Prostatic Hyperplasia",1058,placebo,tadalafil,plac_stnd,FALSE
