id,nct_id,agency_class,lead_or_collaborator,name
2781902,NCT01720446,Industry,lead,Novo Nordisk A/S
2782075,NCT01719003,Industry,lead,Boehringer Ingelheim
2782076,NCT01719003,Industry,collaborator,Eli Lilly and Company
2782298,NCT01717300,Industry,lead,Merck Sharp & Dohme Corp.
2782543,NCT01715298,Industry,lead,Novartis Pharmaceuticals
2782594,NCT01714817,Industry,lead,Bristol-Myers Squibb
2782897,NCT01712516,Industry,lead,Novartis Pharmaceuticals
2783041,NCT01711359,Industry,lead,Eli Lilly and Company
2783122,NCT01710657,Industry,lead,UCB Pharma SA
2783123,NCT01710657,Industry,collaborator,UCB Japan Co. Ltd.
2783153,NCT01710358,Industry,lead,Eli Lilly and Company
2783215,NCT01709903,Industry,lead,Novartis Pharmaceuticals
2783221,NCT01709864,Industry,lead,Novartis Pharmaceuticals
2783256,NCT01709513,Industry,lead,Regeneron Pharmaceuticals
2783257,NCT01709513,Industry,collaborator,Sanofi
2783279,NCT01709305,Industry,lead,Merck Sharp & Dohme Corp.
2783299,NCT01709110,Industry,lead,Eli Lilly and Company
2783358,NCT01708629,Industry,lead,Amgen
2783360,NCT01708603,Industry,lead,Amgen
2783529,NCT01707134,Industry,lead,Novo Nordisk A/S
2783632,NCT01706198,Industry,lead,GlaxoSmithKline
2783974,NCT01703221,Industry,lead,Merck Sharp & Dohme Corp.
2784571,NCT01698320,Industry,lead,Teva Pharmaceutical Industries
2784651,NCT01697696,Industry,lead,Novartis Pharmaceuticals
2784867,NCT01696110,Other,lead,Shenyang Northern Hospital
2784873,NCT01696058,Industry,lead,Boehringer Ingelheim
2784971,NCT01695239,Industry,lead,Eli Lilly and Company
2785031,NCT01694771,Industry,lead,Boehringer Ingelheim
2785427,NCT01691521,Industry,lead,GlaxoSmithKline
2785912,NCT01687283,Industry,lead,GlaxoSmithKline
2786420,NCT01682863,Industry,lead,Novartis Pharmaceuticals
2787198,NCT01676116,Industry,lead,Novo Nordisk A/S
2787359,NCT01674647,Industry,lead,Bayer
2787360,NCT01674647,Industry,collaborator,"Janssen Research & Development, LLC"
2788087,NCT01668667,Industry,lead,"XenoPort, Inc."
2788598,NCT01664247,Industry,lead,Novo Nordisk A/S
2788952,NCT01661634,Industry,lead,Cardiorentis
2788953,NCT01661634,Industry,collaborator,"Quintiles, Inc."
2788990,NCT01661322,Other,lead,University of Nottingham
2790066,NCT01652729,Industry,lead,AstraZeneca
2790531,NCT01648582,Industry,lead,Eli Lilly and Company
2790723,NCT01646320,Industry,lead,AstraZeneca
2790728,NCT01646255,Industry,lead,UCB Pharma
2790729,NCT01646255,Other,collaborator,UCB Trading (Shanghai) Co. Ltd.
2790739,NCT01646177,Industry,lead,Eli Lilly and Company
2790748,NCT01646073,Industry,lead,"AbbVie (prior sponsor, Abbott)"
2790917,NCT01644500,Industry,lead,Eli Lilly and Company
2790953,NCT01644188,Industry,lead,Sanofi
2790954,NCT01644188,Industry,collaborator,Regeneron Pharmaceuticals
2790955,NCT01644175,Industry,lead,Sanofi
2790956,NCT01644175,Industry,collaborator,Regeneron Pharmaceuticals
2791654,NCT01638000,Industry,lead,Astellas Pharma Europe Ltd.
2791807,NCT01636713,Industry,lead,GlaxoSmithKline
2792219,NCT01633112,Industry,lead,Novartis Pharmaceuticals
2792335,NCT01632163,Industry,lead,Sanofi
2792681,NCT01628926,Industry,lead,"Otsuka Pharmaceutical Co., Ltd."
2792856,NCT01627327,Industry,lead,GlaxoSmithKline
2793202,NCT01624259,Industry,lead,Eli Lilly and Company
2793277,NCT01623596,Industry,lead,Novartis Pharmaceuticals
2793325,NCT01623115,Industry,lead,Sanofi
2793326,NCT01623115,Industry,collaborator,Regeneron Pharmaceuticals
2793567,NCT01621178,Industry,lead,Eli Lilly and Company
2793846,NCT01619059,Industry,lead,AstraZeneca
2793888,NCT01618695,Industry,lead,"Eisai Co., Ltd."
2793961,NCT01618162,Industry,lead,Novo Nordisk A/S
2794042,NCT01617434,Industry,lead,Novo Nordisk A/S
2794359,NCT01615198,Industry,lead,Novartis Pharmaceuticals
2794598,NCT01613326,Industry,lead,Novartis Pharmaceuticals
2794980,NCT01610037,Industry,lead,Novartis Pharmaceuticals
2795459,NCT01606007,Industry,lead,AstraZeneca
2795657,NCT01604343,Industry,lead,"Janssen Research & Development, LLC"
2795658,NCT01604343,Industry,collaborator,GlaxoSmithKline
2795667,NCT01604278,Industry,lead,Novartis Pharmaceuticals
2795825,NCT01603082,Industry,lead,AstraZeneca
2795946,NCT01602003,Industry,lead,LG Life Sciences
2796280,NCT01599104,Industry,lead,Novartis Pharmaceuticals
2796524,NCT01597245,Industry,lead,Eli Lilly and Company
2797288,NCT01590797,Industry,lead,Merck Sharp & Dohme Corp.
2797290,NCT01590771,Industry,lead,Merck Sharp & Dohme Corp.
2798036,NCT01584232,Industry,lead,Eli Lilly and Company
2798149,NCT01583218,Industry,lead,Portola Pharmaceuticals
2798668,NCT01578850,Industry,lead,Pfizer
2798863,NCT01577082,Industry,lead,Chiesi Farmaceutici S.p.A.
2798943,NCT01576419,Industry,lead,"PMG Pharm Co., Ltd"
2799155,NCT01574651,Industry,lead,Novartis Pharmaceuticals
2799342,NCT01573143,Other,lead,University of Oxford
2799343,NCT01573143,Other,collaborator,"Chinese Academy of Medical Sciences, Fuwai Hospital"
2799344,NCT01573143,Other,collaborator,Chinese Academy of Medical Sciences
2799345,NCT01573143,Other,collaborator,Peking Union Medical College
2799384,NCT01572792,Industry,lead,AstraZeneca
2799941,NCT01568073,Industry,lead,Bial - Portela C S.A.
2800146,NCT01566604,Industry,lead,Novartis Pharmaceuticals
2801129,NCT01558271,Industry,lead,Eli Lilly and Company
2801284,NCT01556997,Industry,lead,Symplmed Pharmaceuticals LLC
2801500,NCT01555164,Industry,lead,Gilead Sciences
2801502,NCT01555138,Industry,lead,Novartis Pharmaceuticals
2802370,NCT01548001,Industry,lead,"Jiangsu Simcere Pharmaceutical Co., Ltd."
2802666,NCT01545388,Industry,lead,Merck Sharp & Dohme Corp.
2802902,NCT01543555,Other,lead,Hospital do Coracao
2803105,NCT01541956,Industry,lead,Novartis Pharmaceuticals
2803106,NCT01541943,Industry,lead,"HanAll BioPharma Co., Ltd."
2803508,NCT01538446,Other,lead,Assistance Publique - Hôpitaux de Paris
2803509,NCT01538446,Industry,collaborator,Eli Lilly and Company
2803510,NCT01538446,Industry,collaborator,"Daiichi Sankyo, Inc."
2803511,NCT01538446,Other,collaborator,Allies in Cardiovascular Trials Initiatives and Organized
2803512,NCT01538446,Industry,collaborator,"Accumetrics, Inc."
2803513,NCT01538446,Industry,collaborator,Stentys
2804150,NCT01532648,Industry,lead,"Valeant Pharmaceuticals International, Inc."
2804649,NCT01528254,Industry,lead,Novartis Pharmaceuticals
2804944,NCT01525615,Industry,lead,Boehringer Ingelheim
2804977,NCT01525290,Other,lead,Universitätsklinikum Hamburg-Eppendorf
2805102,NCT01524289,Industry,lead,Merck Sharp & Dohme Corp.
2805216,NCT01523301,Industry,lead,"UCB Korea Co., Ltd."
2805305,NCT01522521,Industry,lead,Asahi Kasei Pharma Corporation
2805373,NCT01521923,Industry,lead,UCB Pharma
2805486,NCT01520818,Industry,lead,Novo Nordisk A/S
2805604,NCT01519791,Industry,lead,UCB Pharma SA
2805614,NCT01519674,Industry,lead,Novo Nordisk A/S
2805628,NCT01519518,Other,lead,Liverpool Heart and Chest Hospital NHS Foundation Trust
2805724,NCT01518855,Industry,lead,Bayer
2806331,NCT01513460,Industry,lead,Novartis Pharmaceuticals
2806379,NCT01512979,Industry,lead,Boehringer Ingelheim
2806380,NCT01512979,Industry,collaborator,Eli Lilly and Company
2806437,NCT01512446,Industry,lead,Evangelisches Krankenhaus Lutherhaus gGmbH
2806438,NCT01512446,Other,collaborator,German Federal Ministry of Education and Research
2806478,NCT01512108,Industry,lead,Novo Nordisk A/S
2806494,NCT01512004,Industry,lead,Lee's Pharmaceutical Limited
2806495,NCT01512004,Industry,collaborator,APOGEPHA Arzneimittel GmbH
2806633,NCT01510769,Industry,lead,"Ardea Biosciences, Inc."
2806698,NCT01510158,Industry,lead,"Ardea Biosciences, Inc."
2806839,NCT01508936,Industry,lead,"Teva Branded Pharmaceutical Products, R&D Inc."
2806933,NCT01508026,Industry,lead,Forest Laboratories
2806953,NCT01507831,Industry,lead,Sanofi
2806954,NCT01507831,Industry,collaborator,Regeneron Pharmaceuticals
2807591,NCT01502774,Other,lead,Hospices Civils de Lyon
2807914,NCT01500278,Industry,lead,UCB Pharma SA
2807915,NCT01500278,Industry,collaborator,Parexel
2807947,NCT01499953,Other,lead,GWT-TUD GmbH
2807948,NCT01499953,Industry,collaborator,Bayer
2808008,NCT01499368,Industry,lead,"Boryung Pharmaceutical Co., Ltd"
2808071,NCT01498822,Industry,lead,"Korea UCB Co., Ltd."
2808088,NCT01498679,Industry,lead,GlaxoSmithKline
2808091,NCT01498653,Industry,lead,GlaxoSmithKline
2808171,NCT01498003,Other,lead,Shanghai Jiao Tong University School of Medicine
2808517,NCT01494987,Industry,lead,Gilead Sciences
2808563,NCT01494532,Industry,lead,GlaxoSmithKline
2808677,NCT01493557,Industry,lead,Boehringer Ingelheim
2808679,NCT01493531,Industry,lead,"Ardea Biosciences, Inc."
2808840,NCT01492361,Industry,lead,Amarin Pharma Inc.
2809392,NCT01488019,Industry,lead,Dey
2809515,NCT01486940,Industry,lead,Novo Nordisk A/S
2809775,NCT01484496,Industry,lead,"Human Genome Sciences Inc., a GSK Company"
2809776,NCT01484496,Industry,collaborator,GlaxoSmithKline
2809893,NCT01483560,Other,lead,University of Glasgow
2809894,NCT01483560,Other,collaborator,NHS Greater Glasgow and Clyde
2809895,NCT01483560,Other,collaborator,Juvenile Diabetes Research Foundation
2809896,NCT01483560,Other,collaborator,Imperial College London
2809897,NCT01483560,Other,collaborator,"University of Wisconsin, Madison"
2809898,NCT01483560,Other,collaborator,University of Dundee
2809899,NCT01483560,Industry,collaborator,"Merck Serono S.A., Geneva"
2809900,NCT01483560,Industry,collaborator,"Itamar-Medical, Israel"
2809901,NCT01483560,Other,collaborator,"University of Western Ontario, Canada"
2809902,NCT01483560,Other,collaborator,University of Melbourne
2809903,NCT01483560,Other,collaborator,Steno Diabetes Center
2809904,NCT01483560,Other,collaborator,Maastricht University Medical Center
2810392,NCT01479530,Industry,lead,H. Lundbeck A/S
2810829,NCT01475825,Industry,lead,"Kastle Therapeutics, LLC"
2810978,NCT01474512,Industry,lead,Eli Lilly and Company
2810990,NCT01474369,Industry,lead,Takeda
2811164,NCT01472757,Industry,lead,Vectura Limited
2811229,NCT01472185,Industry,lead,Gilead Sciences
2811298,NCT01471340,Industry,lead,Merck Sharp & Dohme Corp.
2811504,NCT01470053,Industry,lead,"Hanlim Pharm. Co., Ltd."
2811790,NCT01467323,Industry,lead,Novo Nordisk A/S
2811960,NCT01465763,Industry,lead,Pfizer
2812287,NCT01462942,Industry,lead,AstraZeneca
2812288,NCT01462929,Industry,lead,AstraZeneca
2812362,NCT01462266,Industry,lead,Merck Sharp & Dohme Corp.
2812477,NCT01461369,Industry,lead,"Iroko Pharmaceuticals, LLC"
2812603,NCT01460342,Industry,lead,Eli Lilly and Company
2812668,NCT01459809,Industry,lead,Sanofi
2812723,NCT01459367,Industry,lead,Takeda
2812781,NCT01458951,Industry,lead,Pfizer
2812822,NCT01458574,Industry,lead,Pfizer
2813057,NCT01456611,Industry,lead,"Anchen Pharmaceuticals, Inc"
2813058,NCT01456611,Industry,collaborator,Novum Pharmaceutical Research Services
2813133,NCT01455896,Industry,lead,Intarcia Therapeutics
2813135,NCT01455870,Industry,lead,Intarcia Therapeutics
2813136,NCT01455857,Industry,lead,Intarcia Therapeutics
2813220,NCT01455129,Other,lead,The First Affiliated Hospital of Guangzhou Medical University
2813221,NCT01455129,Industry,collaborator,Boehringer Ingelheim
2813222,NCT01455129,Industry,collaborator,"Rundo International Pharmaceutical Research & Development Co.,Ltd."
2813669,NCT01451203,Industry,lead,Astellas Pharma Inc
2813670,NCT01451203,Industry,collaborator,UCB Japan Co. Ltd.
2814287,NCT01445951,Industry,lead,Mannkind Corporation
2814424,NCT01444430,Industry,lead,AstraZeneca
2814488,NCT01443845,Industry,lead,AstraZeneca
2814680,NCT01442038,Industry,lead,Gilead Sciences
2815045,NCT01438814,Industry,lead,Boehringer Ingelheim
2815046,NCT01438814,Industry,collaborator,Eli Lilly and Company
2815136,NCT01437995,Other,lead,Johns Hopkins University
2815137,NCT01437995,Other,collaborator,American Lung Association
2815138,NCT01437995,Industry,collaborator,GlaxoSmithKline
2815213,NCT01437540,Industry,lead,AstraZeneca
2815231,NCT01437397,Industry,lead,AstraZeneca
2815374,NCT01436110,Industry,lead,GlaxoSmithKline
2815939,NCT01431287,Industry,lead,Boehringer Ingelheim
2815940,NCT01431274,Industry,lead,Boehringer Ingelheim
2816056,NCT01430260,Industry,lead,"Handok Pharmaceuticals Co., Ltd."
2816057,NCT01430260,Industry,collaborator,Takeda
2816576,NCT01425853,Industry,lead,Bioiberica
2816633,NCT01425359,Industry,lead,Gilead Sciences
2816963,NCT01422876,Industry,lead,Boehringer Ingelheim
2816964,NCT01422876,Industry,collaborator,Eli Lilly and Company
2817012,NCT01422434,Industry,lead,LEO Pharma
2817013,NCT01422434,Industry,collaborator,"Quintiles, Inc."
2817861,NCT01415518,Industry,lead,AstraZeneca
2818056,NCT01413958,Industry,lead,Bayer
2818766,NCT01408303,Industry,lead,AstraZeneca
2818767,NCT01408303,Industry,collaborator,"Omthera Pharmaceuticals, Inc"
2818768,NCT01408303,Industry,collaborator,"Medpace, Inc."
2820061,NCT01397890,Industry,lead,AstraZeneca
2820216,NCT01396395,Industry,lead,Merck KGaA
2820217,NCT01396395,Industry,collaborator,"Merck Serono Co., Ltd., China"
2820296,NCT01395745,Industry,lead,Anthera Pharmaceuticals
2820387,NCT01394952,Industry,lead,Eli Lilly and Company
2820648,NCT01392677,Industry,lead,AstraZeneca
2820649,NCT01392677,Industry,collaborator,Bristol-Myers Squibb
2820661,NCT01392573,Industry,lead,Novo Nordisk A/S
2820685,NCT01392326,Industry,lead,Novartis Pharmaceuticals
2821185,NCT01388361,Industry,lead,Novo Nordisk A/S
2821965,NCT01381900,Industry,lead,"Janssen Research & Development, LLC"
2822633,NCT01377012,Industry,lead,Novartis Pharmaceuticals
2822718,NCT01376245,Industry,lead,GlaxoSmithKline
2823238,NCT01371994,Industry,lead,Astellas Pharma Inc
2823331,NCT01371058,Other,lead,Shenyang Northern Hospital
2823436,NCT01370005,Industry,lead,Boehringer Ingelheim
2823437,NCT01370005,Industry,collaborator,Eli Lilly and Company
2823501,NCT01369355,Industry,lead,"Janssen Research & Development, LLC"
2823502,NCT01369342,Industry,lead,"Janssen Research & Development, LLC"
2823503,NCT01369329,Industry,lead,"Janssen Research & Development, LLC"
2823606,NCT01368536,Industry,lead,Novartis Pharmaceuticals
2823663,NCT01368081,Industry,lead,Boehringer Ingelheim
2823664,NCT01368081,Industry,collaborator,Eli Lilly and Company
2823873,NCT01366209,Industry,lead,"Genentech, Inc."
2823978,NCT01365455,Industry,lead,Novartis Pharmaceuticals
2824124,NCT01364220,Other,lead,Severance Hospital
2824125,NCT01364220,Industry,collaborator,AstraZeneca
2824846,NCT01358578,Industry,lead,Novartis Pharmaceuticals
2824891,NCT01358175,Industry,lead,Novartis Pharmaceuticals
2824945,NCT01357642,Industry,lead,"Amphastar Pharmaceuticals, Inc."
2825066,NCT01356602,Industry,lead,Novartis Pharmaceuticals
2825490,NCT01353235,Other,lead,Fekri Abroug
2825777,NCT01350804,Industry,lead,Novartis Pharmaceuticals
2825902,NCT01349777,Other,lead,Seung-Jung Park
2825903,NCT01349777,Other,collaborator,"CardioVascular Research Foundation, Korea"
2826188,NCT01347580,Industry,lead,AstraZeneca
2826273,NCT01346865,Other,lead,Seung-Jung Park
2826274,NCT01346865,Industry,collaborator,"Otsuka Pharmaceutical Development & Commercialization, Inc."
2826383,NCT01345916,Industry,lead,Chiesi Farmaceutici S.p.A.
2826465,NCT01345253,Industry,lead,GlaxoSmithKline
2826466,NCT01345253,Industry,collaborator,Human Genome Sciences Inc.
2826749,NCT01343004,Industry,lead,"Radius Health, Inc."
2826762,NCT01342913,Industry,lead,GlaxoSmithKline
2827019,NCT01340768,Industry,lead,Merck Sharp & Dohme Corp.
2827530,NCT01336608,Industry,lead,GlaxoSmithKline
2827660,NCT01335477,Industry,lead,Boehringer Ingelheim
2827661,NCT01335464,Industry,lead,Boehringer Ingelheim
2828104,NCT01331837,Industry,lead,Hoffmann-La Roche
2828458,NCT01329029,Industry,lead,AstraZeneca
2828607,NCT01327846,Industry,lead,Novartis Pharmaceuticals
2829025,NCT01324362,Industry,lead,GlaxoSmithKline
2829100,NCT01323634,Industry,lead,GlaxoSmithKline
2829383,NCT01321255,Other,lead,Fundación Centro Nacional de Investigaciones Cardiovasculares Carlos III
2829384,NCT01321255,Other,collaborator,Mario Negri Institute for Pharmacological Research
2829385,NCT01321255,Other,collaborator,Rusculleda Foundation Instituto DAMIC
2829386,NCT01321255,Other,collaborator,Fundacion Clinic per a la Recerca Biomédica
2829387,NCT01321255,Other,collaborator,ARTTIC International Management Services
2829388,NCT01321255,Other,collaborator,Federación Argentina de Cardiología FAC
2829389,NCT01321255,Other,collaborator,World Health Organization
2829390,NCT01321255,Other,collaborator,Instituto de Salud Carlos III
2829391,NCT01321255,Industry,collaborator,Ferrer Internacional S.A.
2829782,NCT01318135,Industry,lead,Takeda
2829786,NCT01318083,Industry,lead,Takeda
2829787,NCT01318070,Industry,lead,Takeda
2829920,NCT01316913,Industry,lead,GlaxoSmithKline
2829921,NCT01316900,Industry,lead,GlaxoSmithKline
2829922,NCT01316887,Industry,lead,GlaxoSmithKline
2829987,NCT01316380,Industry,lead,Boehringer Ingelheim
2829988,NCT01316380,Industry,collaborator,Pfizer
2830148,NCT01315249,Industry,lead,Novartis Pharmaceuticals
2830340,NCT01313676,Industry,lead,GlaxoSmithKline
2830357,NCT01313494,Industry,lead,AstraZeneca
2831228,NCT01306214,Industry,lead,Boehringer Ingelheim
2831229,NCT01306214,Industry,collaborator,Eli Lilly and Company
2831638,NCT01302691,Industry,lead,Merck Sharp & Dohme Corp.
2831710,NCT01302067,Industry,lead,Pfizer
2831711,NCT01302054,Industry,lead,Pfizer
2831857,NCT01300819,Industry,lead,UCB Pharma
2832397,NCT01296412,Industry,lead,Merck Sharp & Dohme Corp.
2832616,NCT01294592,Industry,lead,GlaxoSmithKline
2832626,NCT01294462,Industry,lead,AstraZeneca
2832817,NCT01293097,Other,lead,Peking University First Hospital
2832892,NCT01292473,Industry,lead,"Genentech, Inc."
2832991,NCT01291641,Other,lead,Seoul National University Hospital
2832992,NCT01291641,Industry,collaborator,"Korea Otsuka Pharmaceutical Co., Ltd."
2833088,NCT01290874,Other,lead,Brigham and Women's Hospital
2833089,NCT01290874,Other,collaborator,Olmsted Medical Center
2833090,NCT01290874,Other,collaborator,American Academy of Family Physicians National Research Network
2833091,NCT01290874,Other,collaborator,Baim Institute for Clinical Research
2833303,NCT01289119,Industry,lead,Takeda
2833555,NCT01287117,Industry,lead,"Genentech, Inc."
2833561,NCT01287039,Industry,lead,"Teva Branded Pharmaceutical Products, R&D Inc."
2833570,NCT01286935,Industry,lead,Newron
2833787,NCT01285323,Industry,lead,"Teva Branded Pharmaceutical Products, R&D Inc."
2833875,NCT01284556,Industry,lead,West-Ward Pharmaceutical
2833989,NCT01283594,Industry,lead,Biotie Therapies Inc.
2834205,NCT01281787,Other,lead,European Institute of Oncology
2834662,NCT01277822,Industry,lead,Merck Sharp & Dohme Corp.
2835338,NCT01272219,Industry,lead,Novo Nordisk A/S
2835537,NCT01270464,Industry,lead,"Teva Branded Pharmaceutical Products, R&D Inc."
2836191,NCT01264939,Industry,lead,"Genentech, Inc."
2836312,NCT01263925,Industry,lead,UCB Pharma
2836456,NCT01262677,Industry,lead,Pfizer
2836600,NCT01261325,Industry,lead,UCB Pharma
2837099,NCT01257451,Industry,lead,Novartis Pharmaceuticals
2837605,NCT01252953,Other,lead,University of Oxford
2837606,NCT01252953,Industry,collaborator,Merck Sharp & Dohme Corp.
2837716,NCT01252056,Industry,lead,Otsuka Beijing Research Institute
2838813,NCT01243177,Industry,lead,UCB BIOSCIENCES GmbH
2838814,NCT01243177,Industry,collaborator,Eden Sarl
2838887,NCT01242527,Industry,lead,AstraZeneca
2838994,NCT01241591,Industry,lead,Pfizer
2839540,NCT01237223,Industry,lead,Novartis
2839789,NCT01235130,Other,lead,Montreal Heart Institute
2839959,NCT01233622,Industry,lead,Novartis
2840088,NCT01232569,Industry,lead,Hoffmann-La Roche
2840411,NCT01229735,Industry,lead,"UCB Korea Co., Ltd."
2840530,NCT01228747,Industry,lead,UCB Japan Co. Ltd.
2840657,NCT01227655,Industry,lead,Bial - Portela C S.A.
2840904,NCT01225562,Industry,lead,AstraZeneca
2841040,NCT01224366,Industry,lead,Novartis
2841063,NCT01224171,Industry,lead,"Millennium Pharmaceuticals, Inc."
2841759,NCT01218100,Industry,lead,Forest Laboratories
2841771,NCT01218009,Industry,lead,"Teva Branded Pharmaceutical Products, R&D Inc."
2841784,NCT01217892,Industry,lead,AstraZeneca
2841785,NCT01217892,Industry,collaborator,Bristol-Myers Squibb
2841999,NCT01216072,Industry,lead,Novartis Pharmaceuticals
2842103,NCT01215097,Industry,lead,Boehringer Ingelheim
2842104,NCT01215097,Industry,collaborator,Eli Lilly and Company
2842212,NCT01214239,Industry,lead,Boehringer Ingelheim
2842213,NCT01214239,Industry,collaborator,Eli Lilly and Company
2842393,NCT01212770,Industry,lead,Celgene
2842714,NCT01210001,Industry,lead,Boehringer Ingelheim
2842715,NCT01210001,Industry,collaborator,Eli Lilly and Company
2842747,NCT01209702,Industry,lead,Hoffmann-La Roche
2842973,NCT01208207,Industry,lead,Merck Sharp & Dohme Corp.
2842975,NCT01208181,Industry,lead,Merck Sharp & Dohme Corp.
2843123,NCT01206972,Industry,lead,Bayer
2843124,NCT01206972,Industry,collaborator,"Janssen Scientific Affairs, LLC"
2843258,NCT01205932,Industry,lead,Bayer
2843259,NCT01205932,Industry,collaborator,"Janssen Research & Development, LLC"
2843458,NCT01204294,Industry,lead,Boehringer Ingelheim
2843459,NCT01204294,Industry,collaborator,Eli Lilly and Company
2843618,NCT01202903,Industry,lead,Novartis Pharmaceuticals
2843619,NCT01202903,Industry,collaborator,"Genentech, Inc."
2843727,NCT01202188,Industry,lead,Novartis Pharmaceuticals
2844241,NCT01197755,Industry,lead,AstraZeneca
2844266,NCT01197534,Industry,lead,AstraZeneca
2844267,NCT01197521,Industry,lead,AstraZeneca
2844506,NCT01195662,Industry,lead,AstraZeneca
2844507,NCT01195662,Industry,collaborator,Bristol-Myers Squibb
2844878,NCT01192724,Other,lead,Yonsei University
2845054,NCT01191268,Industry,lead,Eli Lilly and Company
2845209,NCT01189890,Industry,lead,Merck Sharp & Dohme Corp.
2845328,NCT01188928,Industry,lead,LEO Pharma
2845342,NCT01188824,Other,lead,China Medical University Hospital
2845343,NCT01188824,Other,collaborator,National Taiwan University Hospital
2845344,NCT01188824,Other,collaborator,Shin Kong Wu Ho-Su Memorial Hospital
2845345,NCT01188824,Other,collaborator,Tri-Service General Hospital
2845346,NCT01188824,Other,collaborator,Far Eastern Memorial Hospital
2845347,NCT01188824,Other,collaborator,Changhua Christian Hospital
2845348,NCT01188824,Other,collaborator,Chi Mei Medical Hospital
2845349,NCT01188824,Other,collaborator,National Cheng-Kung University Hospital
2845350,NCT01188824,Other,collaborator,Kaohsiung Medical University Chung-Ho Memorial Hospital
2845351,NCT01188824,Other,collaborator,E-DA Hospital
2845352,NCT01188824,Other,collaborator,Mackay Memorial Hospital
2845353,NCT01188824,Other,collaborator,Cathay General Hospital
2845354,NCT01188824,Other,collaborator,En Chu Kong Hospital
2845355,NCT01188824,Other,collaborator,Kuang Tien General Hospital
2845356,NCT01188824,Other,collaborator,Chung Shan Medical University
2845357,NCT01188824,Other,collaborator,"Taipei Veterans General Hospital, Taiwan"
2845460,NCT01187966,Industry,lead,Newron
2845684,NCT01186146,Other,lead,Seung-Jung Park
2845685,NCT01186146,Other,collaborator,"CardioVascular Research Foundation, Korea"
2845712,NCT01185938,Other,lead,Centro Cardiopatici Toscani
2846075,NCT01183013,Industry,lead,Boehringer Ingelheim
2846076,NCT01183013,Industry,collaborator,Eli Lilly and Company
2846139,NCT01182441,Industry,lead,Boston Scientific Corporation
2846224,NCT01181895,Industry,lead,GlaxoSmithKline
2846302,NCT01181167,Industry,lead,"Daiichi Sankyo Co., Ltd."
2846309,NCT01181102,Industry,lead,"Daiichi Sankyo Co., Ltd."
2846670,NCT01178073,Industry,lead,GlaxoSmithKline
2846671,NCT01178073,Industry,collaborator,Gilead Sciences
2846700,NCT01177813,Industry,lead,Boehringer Ingelheim
2846701,NCT01177813,Industry,collaborator,Eli Lilly and Company
2846743,NCT01177384,Industry,lead,Merck Sharp & Dohme Corp.
2846799,NCT01176968,Industry,lead,Pfizer
2846947,NCT01175824,Industry,lead,Eli Lilly and Company
2846948,NCT01175811,Industry,lead,Eli Lilly and Company
2847072,NCT01174693,Other,lead,Gangnam Severance Hospital
2847073,NCT01174693,Other,collaborator,Myung In Pharmaceutical Company
2847074,NCT01174693,Other,collaborator,Yonsei University
2847301,NCT01172821,Industry,lead,Boehringer Ingelheim
2847302,NCT01172821,Industry,collaborator,Pfizer
2847303,NCT01172808,Industry,lead,Boehringer Ingelheim
2847304,NCT01172808,Industry,collaborator,Pfizer
2847655,NCT01169779,Industry,lead,Sanofi
2847878,NCT01167881,Industry,lead,Boehringer Ingelheim
2847879,NCT01167881,Industry,collaborator,Eli Lilly and Company
2847971,NCT01167153,Industry,lead,Novartis
2847988,NCT01167010,Industry,lead,Eurofarma Laboratorios S.A.
2848291,NCT01164501,Industry,lead,Boehringer Ingelheim
2848292,NCT01164501,Industry,collaborator,Eli Lilly and Company
2848810,NCT01159912,Industry,lead,GlaxoSmithKline
2848842,NCT01159600,Industry,lead,Boehringer Ingelheim
2848843,NCT01159600,Industry,collaborator,Eli Lilly and Company
2849207,NCT01156571,Industry,lead,The Medicines Company
2849336,NCT01155466,Industry,lead,Merck Sharp & Dohme Corp.
2849502,NCT01154166,Industry,lead,GlaxoSmithKline
2849520,NCT01154036,Industry,lead,Merck Sharp & Dohme Corp.
2849869,NCT01151137,Industry,lead,Sanofi
2850225,NCT01147848,Industry,lead,GlaxoSmithKline
2850296,NCT01147250,Industry,lead,Sanofi
2850659,NCT01144338,Industry,lead,AstraZeneca
2850849,NCT01142726,Industry,lead,Bristol-Myers Squibb
2851242,NCT01139762,Industry,lead,Eli Lilly and Company
2851513,NCT01137812,Industry,lead,"Janssen Research & Development, LLC"
2851546,NCT01137474,Industry,lead,AstraZeneca
2851547,NCT01137474,Industry,collaborator,Bristol-Myers Squibb
2851946,NCT01134042,Industry,lead,GlaxoSmithKline
2852123,NCT01132638,Industry,lead,Takeda
2852238,NCT01131676,Industry,lead,Boehringer Ingelheim
2852239,NCT01131676,Industry,collaborator,Eli Lilly and Company
2852290,NCT01131182,Industry,lead,Merck Sharp & Dohme Corp.
2852392,NCT01130246,Industry,lead,Anthera Pharmaceuticals
2852416,NCT01130025,Industry,lead,LEO Pharma
2852566,NCT01128894,Industry,lead,GlaxoSmithKline
2852850,NCT01126580,Industry,lead,Eli Lilly and Company
2853155,NCT01123980,Industry,lead,Novo Nordisk A/S
2853405,NCT01121835,Industry,lead,Sanofi
2853530,NCT01120717,Industry,lead,Novartis Pharmaceuticals
2853536,NCT01120691,Industry,lead,Novartis Pharmaceuticals
2853637,NCT01119859,Industry,lead,Hoffmann-La Roche
